Grau	Codigo	Descricao	Categoria	Data Início	Data Fim
N4	61031000	- TERNOS (FATOS*)	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N6	61031010	DE LÃ OU DE PELOS FINOS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N6	61031020	DE FIBRAS SINTÉTICAS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N6	61031090	DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61032000	- CONJUNTOS:	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61032200	-- DE ALGODÃO	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61032300	-- DE FIBRAS SINTÉTICAS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61032900	-- DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N6	61032910	DE LÃ OU DE PELOS FINOS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N6	61032990	OUTROS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61033000	- PALETÓS (CASACOS*):	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61033100	-- DE LÃ OU DE PELOS FINOS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61033200	-- DE ALGODÃO	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61033300	-- DE FIBRAS SINTÉTICAS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61033900	-- DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61034000	- CALÇAS, JARDINEIRAS, BERMUDAS E SHORTS (CALÇÕES):	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61034100	-- DE LÃ OU DE PELOS FINOS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61034200	-- DE ALGODÃO	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61034300	-- DE FIBRAS SINTÉTICAS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61034900	-- DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N3	61040000	TAILLEURS (FATOS DE SAIA-CASACO*), CONJUNTOS, BLAZERS (CASACOS*), VESTIDOS, SAIAS, SAIAS-CALÇAS, CALÇAS, JARDINEIRAS, BERMUDAS E SHORTS (CALÇÕES) (EXCETO DE BANHO), DE MALHA, DE USO FEMININO.	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61041000	- TAILLEURS (FATOS DE SAIA-CASACO*):	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61041300	-- DE FIBRAS SINTÉTICAS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61041900	-- DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N6	61041910	DE LÃ OU DE PELOS FINOS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N6	61041920	DE ALGODÃO	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N6	61041990	DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61042000	- CONJUNTOS:	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61042200	-- DE ALGODÃO	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61042300	-- DE FIBRAS SINTÉTICAS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61042900	-- DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N6	61042910	DE LÃ OU DE PELOS FINOS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N6	61042990	OUTROS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61043000	- BLAZERS (CASACOS*):	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61043100	-- DE LÃ OU DE PELOS FINOS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61043200	-- DE ALGODÃO	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61043300	-- DE FIBRAS SINTÉTICAS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61043900	-- DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61044000	- VESTIDOS:	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61044100	-- DE LÃ OU DE PELOS FINOS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61044200	-- DE ALGODÃO	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61044300	-- DE FIBRAS SINTÉTICAS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61044400	-- DE FIBRAS ARTIFICIAIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61044900	-- DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61045000	- SAIAS E SAIAS-CALÇAS:	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61045100	-- DE LÃ OU DE PELOS FINOS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61045200	-- DE ALGODÃO	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61045300	-- DE FIBRAS SINTÉTICAS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61045900	-- DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61046000	- CALÇAS, JARDINEIRAS, BERMUDAS E SHORTS (CALÇÕES):	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61046100	-- DE LÃ OU DE PELOS FINOS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61046200	-- DE ALGODÃO	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61046300	-- DE FIBRAS SINTÉTICAS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61046900	-- DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N3	61050000	CAMISAS DE MALHA, DE USO MASCULINO.	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61051000	- DE ALGODÃO	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61052000	- DE FIBRAS SINTÉTICAS OU ARTIFICIAIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61059000	- DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N3	61060000	CAMISAS (CAMISEIROS*), BLUSAS, BLUSAS CHEMISIERS (BLUSAS-CAMISEIROS*), DE MALHA, DE USO FEMININO.	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61061000	- DE ALGODÃO	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61062000	- DE FIBRAS SINTÉTICAS OU ARTIFICIAIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61069000	- DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N3	61070000	CUECAS, CEROULAS, CAMISOLÕES (CAMISAS DE NOITE*), PIJAMAS, ROUPÕES DE BANHO, ROBES E SEMELHANTES, DE MALHA, DE USO MASCULINO.	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61071000	- CUECAS E CEROULAS:	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61071100	-- DE ALGODÃO	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61071200	-- DE FIBRAS SINTÉTICAS OU ARTIFICIAIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61071900	-- DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61072000	- CAMISOLÕES (CAMISAS DE NOITE*) E PIJAMAS:	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61072100	-- DE ALGODÃO	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61072200	-- DE FIBRAS SINTÉTICAS OU ARTIFICIAIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61072900	-- DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61079000	- OUTROS:	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61079100	-- DE ALGODÃO	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61079900	-- DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N6	61079910	DE FIBRAS SINTÉTICAS OU ARTIFICIAIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N6	61079990	OUTROS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N3	61080000	COMBINAÇÕES, ANÁGUAS (SAIOTES), CALCINHAS, CAMISOLAS (CAMISAS DE NOITE*), PIJAMAS, DÉSHABILLÉS, ROUPÕES DE BANHO, PENHOARES (ROBES DE QUARTO*) E SEMELHANTES, DE MALHA, DE USO FEMININO.	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61081000	- COMBINAÇÕES E ANÁGUAS (SAIOTES):	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61081100	-- DE FIBRAS SINTÉTICAS OU ARTIFICIAIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61081900	-- DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61082000	- CALCINHAS:	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61082100	-- DE ALGODÃO	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61082200	-- DE FIBRAS SINTÉTICAS OU ARTIFICIAIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61082900	-- DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61083000	- CAMISOLAS (CAMISAS DE NOITE*) E PIJAMAS:	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61083100	-- DE ALGODÃO	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61083200	-- DE FIBRAS SINTÉTICAS OU ARTIFICIAIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61083900	-- DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61089000	- OUTROS:	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61089100	-- DE ALGODÃO	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61089200	-- DE FIBRAS SINTÉTICAS OU ARTIFICIAIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61089900	-- DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N3	61090000	CAMISETAS (T-SHIRTS), CAMISETAS INTERIORES (CAMISOLAS INTERIORES*), E ARTIGOS SEMELHANTES, DE MALHA.	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61091000	- DE ALGODÃO	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61099000	- DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N2	61100000	SUÉTERES (CAMISOLAS*), PULÔVERES, CARDIGÃS, COLETES E ARTIGOS SEMELHANTES, DE MALHA.	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61101000	- DE LÃ OU DE PELOS FINOS:	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61101100	-- DE LÃ	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61101200	-- DE CABRA DE CAXEMIRA	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61101900	-- OUTROS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61102000	- DE ALGODÃO	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61103000	- DE FIBRAS SINTÉTICAS OU ARTIFICIAIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61109000	- DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N3	61110000	VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA, PARA BEBÊS.	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61112000	- DE ALGODÃO	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61113000	- DE FIBRAS SINTÉTICAS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61119000	- DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N6	61119010	DE LÃ OU DE PELOS FINOS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N6	61119090	OUTROS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N3	61120000	ABRIGOS (FATOS DE TREINO*) PARA ESPORTE, MACACÕES (FATOS-MACACOS*) E CONJUNTOS, DE ESQUI, MAIÔS (FATOS DE BANHO*), BIQUÍNIS, SHORTS (CALÇÕES) E SUNGAS (SLIPS), DE BANHO, DE MALHA.	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61121000	- ABRIGOS (FATOS DE TREINO*) PARA ESPORTE:	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61121100	-- DE ALGODÃO	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61121200	-- DE FIBRAS SINTÉTICAS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61121900	-- DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61122000	- MACACÕES (FATOS-MACACOS*) E CONJUNTOS, DE ESQUI	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61123000	- MAIÔS (FATOS DE BANHO*), SHORTS (CALÇÕES) E SUNGAS (SLIPS), DE BANHO, DE USO MASCULINO:	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61123100	-- DE FIBRAS SINTÉTICAS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61123900	-- DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61124000	- MAIÔS (FATOS DE BANHO*) E BIQUÍNIS, DE BANHO, DE USO FEMININO:	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61124100	-- DE FIBRAS SINTÉTICAS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61124900	-- DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N3	61130000	VESTUÁRIO CONFECCIONADO COM TECIDOS DE MALHA DAS POSIÇÕES 59.03, 59.06 OU 59.07.	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N3	61140000	OUTRO VESTUÁRIO DE MALHA.	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61142000	- DE ALGODÃO	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61143000	- DE FIBRAS SINTÉTICAS OU ARTIFICIAIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61149000	- DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N6	61149010	DE LÃ OU DE PELOS FINOS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N6	61149090	OUTROS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N3	61150000	MEIAS-CALÇAS, MEIAS ACIMA DO JOELHO, MEIAS ATÉ O JOELHO E ARTIGOS SEMELHANTES, INCLUINDO AS MEIAS-CALÇAS, MEIAS ACIMA DO JOELHO E MEIAS ATÉ O JOELHO, DE COMPRESSÃO DEGRESSIVA (AS MEIAS PARA VARIZES, POR EXEMPLO), DE MALHA.	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61151000	- MEIAS-CALÇAS, MEIAS ACIMA DO JOELHO E MEIAS ATÉ O JOELHO, DE COMPRESSÃO DEGRESSIVA (AS MEIAS PARA VARIZES, POR EXEMPLO)	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N6	61151010	MEIAS-CALÇAS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N7	61151011	DE FIBRAS SINTÉTICAS, DE TÍTULO INFERIOR A 67 DECITEX POR FIO SIMPLES	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N7	61151012	DE FIBRAS SINTÉTICAS, DE TÍTULO IGUAL OU SUPERIOR A 67 DECITEX POR FIO SIMPLES	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N7	61151013	DE LÃ OU DE PELOS FINOS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N7	61151014	DE ALGODÃO	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N7	61151019	DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N6	61151020	MEIAS ACIMA DO JOELHO E MEIAS ATÉ O JOELHO, DE USO FEMININO, DE TÍTULO INFERIOR A 67 DECITEX POR FIO SIMPLES	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N7	61151021	DE FIBRAS SINTÉTICAS OU ARTIFICIAIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N7	61151022	DE ALGODÃO	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N7	61151029	DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N6	61151090	OUTRAS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N7	61151091	DE LÃ OU DE PELOS FINOS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N7	61151092	DE ALGODÃO	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N7	61151093	DE FIBRAS SINTÉTICAS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N7	61151099	DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61152000	- OUTRAS MEIAS-CALÇAS:	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61152100	-- DE FIBRAS SINTÉTICAS, DE TÍTULO INFERIOR A 67 DECITEX POR FIO SIMPLES	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61152200	-- DE FIBRAS SINTÉTICAS, DE TÍTULO IGUAL OU SUPERIOR A 67 DECITEX POR FIO SIMPLES	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61152900	-- DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N6	61152910	DE LÃ OU DE PELOS FINOS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N6	61152920	DE ALGODÃO	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N6	61152990	OUTRAS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61153000	- OUTRAS MEIAS ACIMA DO JOELHO E MEIAS ATÉ O JOELHO, DE USO FEMININO, DE TÍTULO INFERIOR A 67 DECITEX POR FIO SIMPLES	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N6	61153010	DE FIBRAS SINTÉTICAS OU ARTIFICIAIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N6	61153020	DE ALGODÃO	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N6	61153090	DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61159000	- OUTROS:	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61159400	-- DE LÃ OU DE PELOS FINOS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61159500	-- DE ALGODÃO	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61159600	-- DE FIBRAS SINTÉTICAS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N5	61159900	-- DE OUTRAS MATÉRIAS TÊXTEIS	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N3	61160000	LUVAS, MITENES E SEMELHANTES, DE MALHA.	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61161000	- IMPREGNADAS, REVESTIDAS, RECOBERTAS OU ESTRATIFICADAS, DE PLÁSTICO OU DE BORRACHA	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
N4	61169000	- OUTRAS:	61: VESTUÁRIO E SEUS ACESSÓRIOS, DE MALHA. 	01/04/2022	31/12/9999
