Codigo	Descricao	Categoria	Data Início	Data Fim
390730	- Resinas epóxidas	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3907301	Com carga	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39073011	Nas formas previstas na Nota 6 a) deste Capítulo	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39073019	Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3907302	Sem carga	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39073021	Copolímero de tetrabromobisfenol A e epicloridrina (resina epóxida bromada)	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39073022	Outras, nas formas previstas na Nota 6 a) deste Capítulo	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39073029	Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
390740	- Policarbonatos	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39074010	Nas formas previstas na Nota 6 b) deste Capítulo, com transmissão de luz de comprimento de onda de 550 nm ou 800 nm, superior a 89 %, segundo Norma ASTM D 1003-00 e índice de fluidez de massa igual ou superior a 60 g/10 min e inferior ou igual a 80 g/10 min segundo Norma ASTM D 1238	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39074090	Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
390750	- Resinas alquídicas	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39075010	Nas formas previstas na Nota 6 a) deste Capítulo	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39075090	Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39076	- Poli(tereftalato de etileno):	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39076100	-- De um índice de viscosidade de 78 ml/g ou mais	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39076900	-- Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39077000	- Poli(ácido láctico)	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39079	- Outros poliésteres:	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39079100	-- Não saturados	39: Plástico e suas obras. 	01/04/2022	31/12/9999
390799	-- Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3907991	Poli(tereftalato de butileno)	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39079911	Com carga de fibra de vidro	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39079912	Outros, nas formas previstas na Nota 6 a) deste Capítulo	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39079919	Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3907999	Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39079991	Nas formas previstas na Nota 6 a) deste Capítulo	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39079992	Poli(épsilon-caprolactona)	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39079993	Copolímero de tereftalato de dimetila, cicloexanodimetanol e ácido isoftálico	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39079994	Copolímero de tereftalato de dimetila, cicloexanodimetanol e tetrametil ciclobutanodiol	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39079995	Copolímero de tereftalato de dimetila, cicloexanodimetanol e etilenoglicol	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39079999	Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3908	Poliamidas em formas primárias.	39: Plástico e suas obras. 	01/04/2022	31/12/9999
390810	- Poliamida-6, -11, -12, -6,6, -6,9, -6,10 ou -6,12	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3908101	Nas formas previstas na Nota 6 a) deste Capítulo	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39081011	Poliamida-11	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39081012	Poliamida-12	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39081013	Poliamida-6 ou poliamida-6,6, com carga	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39081014	Poliamida-6 ou poliamida-6,6, sem carga	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39081019	Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3908102	Nas formas previstas na Nota 6 b) deste Capítulo	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39081021	Poliamida-11	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39081022	Poliamida-12	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39081023	Poliamida-6 ou poliamida-6,6, com carga	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39081024	Poliamida-6 ou poliamida-6,6, sem carga	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39081029	Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
390890	- Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39089010	Copolímero de lauril-lactama	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39089020	Obtidas por condensação de ácidos graxos (gordos) dimerizados ou trimerizados com etilenaminas	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39089090	Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3909	Resinas amínicas, resinas fenólicas e poliuretanos, em formas primárias.	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39091000	- Resinas ureicas; resinas de tioureia	39: Plástico e suas obras. 	01/04/2022	31/12/9999
390920	- Resinas melamínicas	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3909201	Com carga	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39092011	Melamina-formaldeído, em pó	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39092019	Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3909202	Sem carga	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39092021	Melamina-formaldeído, em pó	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39092029	Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39093	- Outras resinas amínicas:	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39093100	-- Poli(isocianato de fenil metileno) (MDI bruto, MDI polimérico)	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39093900	-- Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
390940	- Resinas fenólicas	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3909401	Lipossolúveis, puras ou modificadas	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39094011	Fenol-formaldeído	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39094019	Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3909409	Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39094091	Fenol-formaldeído	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39094099	Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
390950	- Poliuretanos	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3909501	Nas formas previstas na Nota 6 a) deste Capítulo	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39095011	Soluções em solventes orgânicos	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39095012	Em dispersão aquosa	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39095019	Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3909502	Nas formas previstas na Nota 6 b) deste Capítulo	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39095021	Hidroxilados, com propriedades adesivas	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39095029	Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
391000	Silicones em formas primárias.	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3910001	Óleos	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39100011	Misturas de pré-polímeros lineares e cíclicos, obtidos por hidrólise de dimetildiclorosilano, de peso molecular médio inferior ou igual a 8.800	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39100012	Polidimetilsiloxano, polimetilidrogenosiloxano ou misturas destes produtos, em dispersão	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39100013	Copolímeros de dimetilsiloxano com compostos vinílicos, de viscosidade igual ou superior a 1.000.000 cSt	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39100019	Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3910002	Elastômeros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39100021	De vulcanização a quente	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39100029	Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39100030	Resinas	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39100090	Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3911	Resinas de petróleo, resinas de cumarona-indeno, politerpenos, polissulfetos, polissulfonas e outros produtos mencionados na Nota 3 do presente Capítulo, não especificados nem compreendidos noutras posições, em formas primárias.	39: Plástico e suas obras. 	01/04/2022	31/12/9999
391110	- Resinas de petróleo, resinas de cumarona, resinas de indeno, resinas de cumarona-indeno e politerpenos	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39111010	Com carga	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3911102	Sem carga	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39111021	Resinas de petróleo, total ou parcialmente hidrogenadas, de Cor Gardner inferior a 3, segundo Norma ASTM D 1544	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39111029	Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39112000	- Poli(1,3-fenileno metilfosfonato)	39: Plástico e suas obras. 	01/04/2022	31/12/9999
391190	- Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3911901	Com carga	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39119011	Politerpenos modificados quimicamente, exceto com fenóis	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39119012	Polieterimidas (PEI) e seus copolímeros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39119013	Polietersulfonas (PES) e seus copolímeros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39119014	Poli(sulfeto de fenileno)	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39119019	Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3911902	Sem carga	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39119021	Politerpenos modificados quimicamente, exceto com fenóis	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39119022	Poli(sulfeto de fenileno)	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39119023	Polietilenaminas	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39119024	Polieterimidas (PEI) e seus copolímeros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39119025	Polietersulfonas (PES) e seus copolímeros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39119026	Polissulfonas	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39119027	Cloreto de hexadimetrina	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39119029	Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3912	Celulose e seus derivados químicos, não especificados nem compreendidos noutras posições, em formas primárias.	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39121	- Acetatos de celulose:	39: Plástico e suas obras. 	01/04/2022	31/12/9999
391211	-- Não plastificados	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39121110	Com carga	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39121120	Sem carga	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39121200	-- Plastificados	39: Plástico e suas obras. 	01/04/2022	31/12/9999
391220	- Nitratos de celulose (incluindo os colódios)	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39122010	Com carga	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3912202	Sem carga	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39122021	Em álcool, com um teor de não voláteis igual ou superior a 65 %, em peso	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39122029	Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39123	- Éteres de celulose:	39: Plástico e suas obras. 	01/04/2022	31/12/9999
391231	-- Carboximetilcelulose e seus sais	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3912311	Carboximetilcelulose	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39123111	Com um teor de carboximetilcelulose igual ou superior a 75 %, em peso	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39123119	Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3912312	Sais	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39123121	Com um teor de sais igual ou superior a 75 %, em peso	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39123129	Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
391239	-- Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39123910	Metil-, etil- e propilcelulose, hidroxiladas	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39123920	Outras metilceluloses	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39123930	Outras etilceluloses	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39123990	Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
391290	- Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39129010	Propionato de celulose	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39129020	Acetobutanoato de celulose	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3912903	Celulose microcristalina	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39129031	Em pó	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39129039	Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39129040	Outras celuloses, em pó	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39129090	Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3913	Polímeros naturais (ácido algínico, por exemplo) e polímeros naturais modificados (por exemplo, proteínas endurecidas, derivados químicos da borracha natural), não especificados nem compreendidos noutras posições, em formas primárias.	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39131000	- Ácido algínico, seus sais e seus ésteres	39: Plástico e suas obras. 	01/04/2022	31/12/9999
391390	- Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3913901	Derivados químicos da borracha natural	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39139011	Borracha clorada ou cloridratada, nas formas previstas na Nota 6 b) deste Capítulo	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39139012	Borracha clorada, noutras formas	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39139019	Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39139020	Goma xantana	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39139030	Dextrana	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39139040	Proteínas endurecidas	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39139050	Quitosan (Chitosan), seus sais ou seus derivados	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39139060	Sulfato de condroitina	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39139090	Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
391400	Permutadores de íons à base de polímeros das posições 39.01 a 39.13, em formas primárias.	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3914001	De poliestireno e seus copolímeros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39140011	De copolímeros de estireno-divinilbenzeno, sulfonados	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39140019	Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39140090	Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3915	Desperdícios, resíduos e aparas, de plástico.	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39151000	- De polímeros de etileno	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39152000	- De polímeros de estireno	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39153000	- De polímeros de cloreto de vinila	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39159000	- De outro plástico	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3916	Monofilamentos cuja maior dimensão da seção transversal seja superior a 1 mm (monofios), varas, bastões e perfis, mesmo trabalhados à superfície, mas não trabalhados de outro modo, de plástico.	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39161000	- De polímeros de etileno	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39162000	- De polímeros de cloreto de vinila	39: Plástico e suas obras. 	01/04/2022	31/12/9999
391690	- De outro plástico	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39169010	Monofilamentos	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39169090	Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3917	Tubos e seus acessórios (por exemplo, juntas, cotovelos, flanges, uniões), de plástico.	39: Plástico e suas obras. 	01/04/2022	31/12/9999
391710	- Tripas artificiais de proteínas endurecidas ou de plástico celulósico	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39171010	De proteínas endurecidas	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3917102	De plástico celulósico	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39171021	Fibrosas, de celulose regenerada, de diâmetro igual ou superior a 150 mm	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39171029	Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39172	- Tubos rígidos:	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39172100	-- De polímeros de etileno	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39172200	-- De polímeros de propileno	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39172300	-- De polímeros de cloreto de vinila	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39172900	-- De outro plástico	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39173	- Outros tubos:	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39173100	-- Tubos flexíveis podendo suportar uma pressão de, pelo menos, 27,6 MPa	39: Plástico e suas obras. 	01/04/2022	31/12/9999
391732	-- Outros, não reforçados com outras matérias, nem associados de outra forma com outras matérias, sem acessórios	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39173210	De copolímeros de etileno	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3917322	De polipropileno	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39173221	Tubos capilares, semipermeáveis, próprios para hemodiálise ou para oxigenação sanguínea	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39173229	Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39173230	De poli(tereftalato de etileno)	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39173240	De silicones	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3917325	De celulose regenerada	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39173251	Tubos capilares, semipermeáveis, próprios para hemodiálise	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39173259	Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39173290	Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39173300	-- Outros, não reforçados com outras matérias, nem associados de outra forma com outras matérias, com acessórios	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39173900	-- Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
391740	- Acessórios	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39174010	Do tipo utilizado em linhas de sangue para hemodiálise	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39174090	Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3918	Revestimentos para pisos (pavimentos), de plástico, mesmo autoadesivos, em rolos ou em forma de ladrilhos ou de placas (lajes); revestimentos para paredes ou para tetos, de plástico, definidos na Nota 9 do presente Capítulo.	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39181000	- De polímeros de cloreto de vinila	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39189000	- De outro plástico	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3919	Chapas, folhas, tiras, fitas, películas e outras formas planas, autoadesivas, de plástico, mesmo em rolos.	39: Plástico e suas obras. 	01/04/2022	31/12/9999
391910	- Em rolos de largura não superior a 20 cm	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39191010	De polipropileno	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39191020	De poli(cloreto de vinila)	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39191090	Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
391990	- Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39199010	De polipropileno	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39199020	De poli(cloreto de vinila)	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39199090	Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3920	Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.	39: Plástico e suas obras. 	01/04/2022	31/12/9999
392010	- De polímeros de etileno	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39201010	De densidade igual ou superior a 0,94, espessura inferior ou igual a 19 micrômetros (mícrons), em rolos de largura inferior ou igual a 66 cm	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3920109	Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39201091	De densidade inferior a 0,94, com óleo de parafina e carga (sílica e negro de fumo), apresentando nervuras paralelas entre si, com uma resistência elétrica igual ou superior a 0,030 ohms.cm2, mas inferior ou igual a 0,120 ohms.cm2, em rolos, do tipo utilizado para a fabricação de separadores de acumuladores elétricos	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39201099	Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
392020	- De polímeros de propileno	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3920201	Biaxialmente orientados	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39202011	De largura inferior ou igual a 12,5 cm e espessura inferior ou igual a 10 micrômetros (mícrons), metalizadas	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39202012	De largura inferior ou igual a 50 cm e espessura inferior ou igual a 25 micrômetros (mícrons), com uma ou ambas as faces rugosas de rugosidade relativa (relação entre a espessura média e a máxima) igual ou superior a 6 %, de rigidez dielétrica igual ou superior a 500 V/micrômetro (Norma ASTM D 3755-97), em rolos	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39202019	Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39202090	Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39203000	- De polímeros de estireno	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39204	- De polímeros de cloreto de vinila:	39: Plástico e suas obras. 	01/04/2022	31/12/9999
392043	-- Que contenham, em peso, pelo menos 6 % de plastificantes	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39204310	De poli(cloreto de vinila), transparentes, termocontráteis, de espessura inferior ou igual a 250 micrômetros (mícrons)	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39204390	Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39204900	-- Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39205	- De polímeros acrílicos:	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39205100	-- De poli(metacrilato de metila)	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39205900	-- Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39206	- De policarbonatos, de resinas alquídicas, de poliésteres alílicos ou de outros poliésteres:	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39206100	-- De policarbonatos	39: Plástico e suas obras. 	01/04/2022	31/12/9999
392062	-- De poli(tereftalato de etileno)	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3920621	De espessura inferior ou igual a 40 micrômetros (mícrons)	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39206211	De espessura inferior a 5 micrômetros (mícrons)	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39206219	Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3920629	Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39206291	Com largura superior a 12 cm, sem qualquer trabalho à superfície	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39206299	Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39206300	-- De poliésteres não saturados	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39206900	-- De outros poliésteres	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39207	- De celulose ou dos seus derivados químicos:	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39207100	-- De celulose regenerada	39: Plástico e suas obras. 	01/04/2022	31/12/9999
392073	-- De acetatos de celulose	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39207310	De espessura inferior ou igual a 0,75 mm	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39207390	Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
392079	-- De outros derivados da celulose	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39207910	De fibra vulcanizada, de espessura inferior ou igual a 1 mm	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39207990	Outros	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39209	- De outro plástico:	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39209100	-- De poli(butiral de vinila)	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39209200	-- De poliamidas	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39209300	-- De resinas amínicas	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39209400	-- De resinas fenólicas	39: Plástico e suas obras. 	01/04/2022	31/12/9999
392099	-- De outro plástico	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39209910	De silicone	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39209920	De poli(álcool vinílico)	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39209930	De polímeros de fluoreto de vinila	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39209940	De poliimida	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39209950	De poli(clorotrifluoretileno)	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39209990	Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3921	Outras chapas, folhas, películas, tiras e lâminas, de plástico.	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39211	- Produtos alveolares:	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39211100	-- De polímeros de estireno	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39211200	-- De polímeros de cloreto de vinila	39: Plástico e suas obras. 	01/04/2022	31/12/9999
392113	-- De poliuretanos	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39211310	Com base poliéster, de células abertas, com um número de poros por decímetro linear igual ou superior a 24 e inferior ou igual a 157 (6 a 40 poros por polegada linear), com resistência à compressão 50 % (RC50) igual ou superior a 3,0 kPa e inferior ou igual a 6,0 kPa	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39211390	Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39211400	-- De celulose regenerada	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39211900	-- De outro plástico	39: Plástico e suas obras. 	01/04/2022	31/12/9999
392190	- Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
3921901	Estratificadas, reforçadas ou com suporte	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39219011	De resina melamina-formaldeído	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39219012	De polietileno, com reforço de napas de fibras de polietileno paralelizadas, superpostas entre si em ângulo de 90º e impregnadas com resinas	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39219013	De copolímeros de tetrafluoretileno reforçadas com tecido de fibras de politetrafluoretileno, do tipo utilizado como membranas semipermeáveis em células de eletrólise	39: Plástico e suas obras. 	01/04/2022	31/12/9999
39219019	Outras	39: Plástico e suas obras. 	01/04/2022	31/12/9999
